Source;Target;Type;id;weight
32;60;Undirected;201;0.221621621622
115;4;Undirected;202;0.4
40;77;Undirected;203;0.216216216216
114;19;Undirected;204;0.410810810811
92;19;Undirected;205;0.956756756757
26;63;Undirected;206;0.421621621622
19;70;Undirected;207;0.486486486486
92;14;Undirected;208;0.956756756757
57;29;Undirected;209;0.621621621622
72;2;Undirected;210;0.367567567568
105;14;Undirected;211;0.956756756757
4;113;Undirected;212;0.464864864865
66;90;Undirected;213;0.227027027027
3;19;Undirected;214;0.713513513514
59;38;Undirected;215;0.221621621622
13;27;Undirected;216;0.362162162162
72;80;Undirected;217;0.367567567568
54;19;Undirected;218;0.708108108108
22;106;Undirected;219;0.221621621622
105;15;Undirected;220;0.956756756757
108;33;Undirected;221;0.535135135135
114;4;Undirected;222;0.335135135135
53;19;Undirected;223;0.308108108108
39;74;Undirected;224;0.351351351351
75;104;Undirected;225;0.340540540541
4;116;Undirected;226;0.216216216216
33;26;Undirected;227;0.281081081081
21;62;Undirected;228;0.335135135135
19;30;Undirected;229;0.627027027027
91;57;Undirected;230;0.227027027027
19;41;Undirected;231;0.345945945946
103;62;Undirected;232;0.335135135135
19;117;Undirected;233;0.383783783784
8;74;Undirected;234;0.389189189189
70;26;Undirected;235;0.437837837838
19;46;Undirected;236;0.254054054054
69;20;Undirected;237;0.32972972973
28;47;Undirected;238;0.302702702703
4;112;Undirected;239;0.264864864865
40;6;Undirected;240;0.216216216216
70;63;Undirected;241;0.421621621622
68;9;Undirected;242;0.340540540541
28;4;Undirected;243;0.302702702703
45;107;Undirected;244;0.945945945946
12;39;Undirected;245;0.372972972973
22;49;Undirected;246;0.237837837838
107;89;Undirected;247;0.221621621622
79;4;Undirected;248;0.259459459459
88;19;Undirected;249;0.362162162162
18;4;Undirected;250;0.264864864865
10;108;Undirected;251;0.52972972973
80;2;Undirected;252;0.232432432432
19;53;Undirected;253;0.389189189189
63;37;Undirected;254;0.421621621622
57;65;Undirected;255;0.616216216216
105;92;Undirected;256;0.956756756757
4;118;Undirected;257;0.459459459459
19;119;Undirected;258;0.221621621622
70;37;Undirected;259;0.421621621622
4;37;Undirected;260;0.454054054054
59;8;Undirected;261;0.221621621622
4;84;Undirected;262;0.291891891892
40;23;Undirected;263;0.216216216216
19;67;Undirected;264;0.232432432432
120;43;Undirected;265;0.248648648649
17;121;Undirected;266;0.594594594595
4;3;Undirected;267;0.227027027027
57;5;Undirected;268;0.627027027027
90;48;Undirected;269;0.356756756757
51;38;Undirected;270;0.302702702703
120;12;Undirected;271;0.248648648649
40;38;Undirected;272;0.216216216216
58;30;Undirected;273;0.621621621622
4;106;Undirected;274;0.221621621622
101;109;Undirected;275;0.72972972973
83;8;Undirected;276;0.264864864865
59;77;Undirected;277;0.221621621622
122;4;Undirected;278;0.524324324324
19;111;Undirected;279;0.227027027027
69;8;Undirected;280;0.32972972973
4;73;Undirected;281;0.254054054054
4;123;Undirected;282;0.297297297297
57;74;Undirected;283;0.356756756757
4;56;Undirected;284;0.572972972973
34;82;Undirected;285;0.535135135135
55;65;Undirected;286;0.616216216216
19;90;Undirected;287;0.378378378378
60;23;Undirected;288;0.221621621622
19;98;Undirected;289;0.345945945946
19;106;Undirected;290;0.221621621622
33;8;Undirected;291;0.432432432432
109;114;Undirected;292;0.372972972973
120;8;Undirected;293;0.248648648649
8;7;Undirected;294;0.232432432432
16;19;Undirected;295;0.275675675676
14;19;Undirected;296;0.989189189189
70;78;Undirected;297;0.421621621622
60;38;Undirected;298;0.221621621622
28;94;Undirected;299;0.259459459459
13;68;Undirected;300;0.362162162162
4;81;Undirected;301;0.221621621622
4;98;Undirected;302;0.340540540541
8;33;Undirected;303;0.567567567568
101;4;Undirected;304;0.540540540541
12;9;Undirected;305;0.340540540541
19;124;Undirected;306;0.259459459459
4;117;Undirected;307;0.372972972973
19;19;Undirected;308;0.248648648649
7;38;Undirected;309;0.221621621622
17;57;Undirected;310;0.594594594595
11;34;Undirected;311;0.535135135135
4;52;Undirected;312;0.432432432432
23;6;Undirected;313;0.221621621622
45;89;Undirected;314;0.221621621622
4;25;Undirected;315;0.324324324324
11;33;Undirected;316;0.535135135135
109;102;Undirected;317;0.221621621622
19;66;Undirected;318;0.286486486486
101;93;Undirected;319;0.389189189189
4;41;Undirected;320;0.345945945946
12;38;Undirected;321;0.237837837838
125;4;Undirected;322;0.216216216216
8;68;Undirected;323;0.356756756757
4;126;Undirected;324;0.383783783784
54;4;Undirected;325;0.708108108108
76;13;Undirected;326;0.497297297297
101;22;Undirected;327;0.243243243243
19;57;Undirected;328;0.248648648649
14;4;Undirected;329;0.989189189189
4;65;Undirected;330;0.616216216216
59;23;Undirected;331;0.221621621622
19;104;Undirected;332;0.340540540541
52;19;Undirected;333;0.383783783784
109;93;Undirected;334;0.389189189189
22;100;Undirected;335;0.318918918919
32;8;Undirected;336;0.221621621622
98;46;Undirected;337;0.221621621622
19;50;Undirected;338;0.356756756757
19;45;Undirected;339;0.702702702703
19;84;Undirected;340;0.291891891892
107;46;Undirected;341;0.254054054054
19;127;Undirected;342;0.216216216216
8;51;Undirected;343;0.227027027027
98;42;Undirected;344;0.221621621622
58;65;Undirected;345;0.616216216216
32;6;Undirected;346;0.221621621622
128;4;Undirected;347;0.232432432432
25;61;Undirected;348;0.221621621622
122;19;Undirected;349;0.524324324324
22;97;Undirected;350;0.237837837838
19;37;Undirected;351;0.454054054054
90;97;Undirected;352;0.291891891892
16;45;Undirected;353;0.216216216216
4;100;Undirected;354;0.410810810811
69;21;Undirected;355;0.32972972973
60;12;Undirected;356;0.221621621622
19;123;Undirected;357;0.297297297297
19;95;Undirected;358;0.275675675676
19;129;Undirected;359;0.216216216216
130;12;Undirected;360;0.216216216216
57;9;Undirected;361;0.340540540541
4;124;Undirected;362;0.259459459459
19;107;Undirected;363;0.924324324324
63;78;Undirected;364;0.421621621622
22;42;Undirected;365;0.221621621622
39;13;Undirected;366;0.394594594595
4;78;Undirected;367;0.475675675676
19;88;Undirected;368;0.421621621622
19;89;Undirected;369;0.221621621622
55;113;Undirected;370;0.291891891892
4;97;Undirected;371;0.378378378378
35;106;Undirected;372;0.216216216216
91;19;Undirected;373;0.254054054054
4;89;Undirected;374;0.221621621622
12;129;Undirected;375;0.481081081081
22;33;Undirected;376;0.437837837838
31;19;Undirected;377;0.362162162162
19;99;Undirected;378;0.481081081081
57;30;Undirected;379;0.621621621622
77;12;Undirected;380;0.227027027027
115;19;Undirected;381;0.502702702703
22;45;Undirected;382;0.389189189189
35;36;Undirected;383;0.227027027027
40;59;Undirected;384;0.216216216216
89;46;Undirected;385;0.221621621622
8;76;Undirected;386;0.378378378378
120;131;Undirected;387;0.248648648649
29;57;Undirected;388;0.616216216216
7;51;Undirected;389;0.221621621622
83;57;Undirected;390;0.264864864865
19;78;Undirected;391;0.481081081081
101;114;Undirected;392;0.372972972973
10;33;Undirected;393;0.551351351351
120;57;Undirected;394;0.248648648649
120;121;Undirected;395;0.248648648649
102;93;Undirected;396;0.232432432432
32;38;Undirected;397;0.221621621622
19;33;Undirected;398;1.0
22;46;Undirected;399;0.237837837838
19;25;Undirected;400;0.324324324324
32;7;Undirected;401;0.221621621622
128;19;Undirected;402;0.237837837838
19;56;Undirected;403;0.583783783784
48;97;Undirected;404;0.291891891892
22;107;Undirected;405;0.427027027027
96;132;Undirected;406;0.227027027027
60;6;Undirected;407;0.221621621622
19;113;Undirected;408;0.464864864865
22;89;Undirected;409;0.221621621622
17;131;Undirected;410;0.594594594595
16;107;Undirected;411;0.216216216216
60;77;Undirected;412;0.221621621622
19;65;Undirected;413;0.616216216216
77;6;Undirected;414;0.221621621622
12;21;Undirected;415;0.335135135135
109;22;Undirected;416;0.221621621622
130;8;Undirected;417;0.216216216216
27;74;Undirected;418;0.345945945946
33;61;Undirected;419;0.221621621622
92;15;Undirected;420;0.956756756757
12;76;Undirected;421;0.378378378378
19;3;Undirected;422;0.227027027027
103;12;Undirected;423;0.335135135135
23;7;Undirected;424;0.221621621622
109;19;Undirected;425;0.578378378378
59;6;Undirected;426;0.221621621622
6;38;Undirected;427;0.221621621622
16;89;Undirected;428;0.216216216216
4;107;Undirected;429;0.924324324324
133;4;Undirected;430;0.281081081081
28;19;Undirected;431;0.302702702703
133;19;Undirected;432;0.281081081081
19;118;Undirected;433;0.464864864865
103;21;Undirected;434;0.335135135135
59;12;Undirected;435;0.221621621622
19;126;Undirected;436;0.383783783784
4;53;Undirected;437;0.389189189189
3;22;Undirected;438;0.264864864865
33;41;Undirected;439;0.335135135135
29;4;Undirected;440;0.621621621622
88;4;Undirected;441;0.362162162162
23;38;Undirected;442;0.221621621622
19;94;Undirected;443;0.259459459459
105;4;Undirected;444;0.956756756757
8;39;Undirected;445;0.372972972973
8;13;Undirected;446;0.372972972973
125;19;Undirected;447;0.216216216216
60;8;Undirected;448;0.221621621622
33;12;Undirected;449;0.437837837838
22;98;Undirected;450;0.313513513514
40;60;Undirected;451;0.216216216216
52;4;Undirected;452;0.221621621622
79;94;Undirected;453;0.259459459459
8;129;Undirected;454;0.486486486486
12;6;Undirected;455;0.221621621622
4;36;Undirected;456;0.318918918919
39;27;Undirected;457;0.356756756757
39;134;Undirected;458;0.264864864865
16;98;Undirected;459;0.216216216216
40;32;Undirected;460;0.216216216216
103;8;Undirected;461;0.335135135135
12;51;Undirected;462;0.232432432432
19;35;Undirected;463;0.216216216216
4;87;Undirected;464;0.443243243243
4;48;Undirected;465;0.356756756757
29;29;Undirected;466;0.616216216216
19;116;Undirected;467;0.216216216216
97;49;Undirected;468;0.410810810811
23;12;Undirected;469;0.232432432432
91;4;Undirected;470;0.254054054054
102;114;Undirected;471;0.232432432432
4;94;Undirected;472;0.259459459459
110;4;Undirected;473;0.291891891892
5;58;Undirected;474;0.621621621622
26;4;Undirected;475;0.340540540541
102;4;Undirected;476;0.378378378378
57;76;Undirected;477;0.367567567568
4;45;Undirected;478;0.702702702703
22;44;Undirected;479;0.324324324324
57;55;Undirected;480;0.621621621622
13;74;Undirected;481;0.345945945946
4;33;Undirected;482;1.0
4;42;Undirected;483;0.227027027027
93;4;Undirected;484;0.367567567568
8;21;Undirected;485;0.335135135135
33;57;Undirected;486;0.405405405405
83;33;Undirected;487;0.264864864865
12;62;Undirected;488;0.345945945946
37;78;Undirected;489;0.421621621622
57;27;Undirected;490;0.383783783784
57;13;Undirected;491;0.362162162162
42;107;Undirected;492;0.221621621622
29;65;Undirected;493;0.616216216216
79;19;Undirected;494;0.259459459459
98;45;Undirected;495;0.221621621622
54;22;Undirected;496;0.254054054054
4;129;Undirected;497;0.216216216216
